G1,G2,G3,G4,G5,G6
5.7153,8.5578,9.1657,11.32,9.3924,10.707
5.9776,7.6854,7.5133,10.209,9.2296,12.065999999999999
5.3166,6.476,6.5969,11.139000000000001,9.5065,10.322000000000001
6.2852,6.6556,9.1657,10.152999999999999,7.8862,10.84
6.681,9.1249,8.2076,9.1241,8.6637,9.3059
7.5265,7.1375,7.8466,9.9017,9.3661,11.043
5.6843,8.1164,7.916,12.056,6.7242,13.03
6.0635,7.7664,8.9436,12.209000000000001,8.0232,12.407
6.7137,6.6194,7.43,10.209,6.5893,11.423
6.5179,7.2075,8.7353,11.695,7.1561,10.722999999999999
4.7583,9.2585,7.2912,10.209,7.872999999999999,12.046
7.5843,8.0972,7.4994,10.347999999999999,9.5344,11.716
5.7574,7.5497,9.1935,9.9156,7.7692,11.692
6.5725,9.5249,6.9995,11.542,7.7149,10.387
5.8008,9.0345,7.2773,9.86,6.9107,7.7397
4.9684,11.136,8.3187,7.9438,8.017000000000001,9.4759
7.2531,9.1829,7.7772,7.916,5.6377,12.792
7.6265,8.0663,7.0551,9.2213,8.4704,10.815999999999999
8.6846,7.7435,7.0134,11.792,8.5857,12.546
7.0624,4.6319,7.1939,11.902999999999999,7.4813,10.735
6.7363,5.7904,7.6522,11.167,9.9265,12.649000000000001
7.2686,7.1568,6.8468,11.945,8.3904,10.505
6.4326,8.7355,7.305,9.86,9.4081,14.064
7.4275,8.8983,8.2215,12.583,7.96,13.061
7.2175,7.0103,8.6936,11.431,7.2895,12.592
6.3556,6.4674,9.5684,9.9295,7.4767,12.37
7.4670000000000005,6.2436,9.0408,9.4851,7.0063,11.945
8.6307,6.1779,8.9852,9.0685,6.2033,13.084000000000001
8.3565,6.6826,9.3046,8.2771,8.8103,12.139000000000001
7.8711,6.9201,9.7351,9.86,7.9106,10.93
5.8522,8.0755,10.14,7.916,8.3075,11.907
5.7839,5.053999999999999,9.8045,11.681,8.7902,12.873
4.6658,6.8771,7.7772,9.9017,7.5087,12.852
6.6131,5.6161,9.5407,10.097999999999999,10.327,10.829
6.8201,7.6453,9.7212,11.709000000000001,9.6623,10.582
6.6459,7.2121,9.9434,12.306,8.972000000000001,10.981
7.5581,6.6663,9.7906,9.8045,7.0989,13.347000000000001
5.9729,6.482,8.9158,10.347999999999999,6.6242,10.449000000000002
8.7855,6.1797,9.7767,11.195,8.9564,12.276
8.2416,7.1924,8.8047,9.86,8.8324,13.314
7.1495,7.7317,8.7492,9.7073,7.3786,13.235999999999999
6.9728,5.9985,8.2909,9.9156,9.0756,11.87
8.647,6.597,9.0824,9.4851,7.7842,12.174000000000001
7.404,5.9094,9.3324,7.2495,7.1114,14.235
6.3724,6.5878,8.5964,8.0965,8.0683,11.27
7.0013,6.7476,8.4159,11.847000000000001,9.1449,11.989
6.8577,8.0751,10.042,10.334000000000001,9.5015,11.739
7.781000000000001,7.2671,8.7075,10.015,7.3056,11.014000000000001
7.0293,7.1517,10.056000000000001,10.875,6.2391,9.7762
6.8296,5.6284,9.7073,9.6656,7.0646,10.139
6.2552,6.6691,9.9729,10.195,5.8333,11.523
6.011,6.835,9.4712,9.5129,5.4824,9.5619
6.4776,6.8744,10.445,8.3187,9.127,10.849
6.4244,5.7092,8.2771,8.1937,5.8809,12.927999999999999
6.1561,7.7975,7.9993,7.9854,6.8744,13.535
5.9263,8.2142,8.4715,9.624,5.901,11.754000000000001
7.6583,6.0114,9.1102,9.86,6.8721,11.027999999999999
7.0748,5.861000000000001,9.5268,10.362,8.1127,9.577
6.7396,6.4582,9.1657,8.9158,6.7757,9.734
6.1971,5.2621,8.2215,10.652999999999999,5.0239,9.7656
6.8036,6.2281,8.0549,8.652000000000001,7.0966,12.241
8.1826,7.8651,8.9852,9.1519,8.3127,13.716
7.2351,7.4436,7.3467,9.7628,6.5218,11.468
5.9806,5.8926,6.0136,9.2213,6.4503,11.195
6.7737,5.3935,7.7633,8.5548,7.3156,12.789000000000001
6.8962,6.6863,6.9995,10.015,7.3191,11.306
5.2162,6.2483,6.0136,8.5964,7.0197,10.204
7.0807,6.3587,7.305,10.222999999999999,7.1636,10.526
6.0077,6.3275,5.9859,9.1935,7.0127,12.343
5.9873,6.5084,7.2912,7.9854,8.3147,12.154000000000002
8.0511,6.6607,6.1942,7.6383,6.8201,11.192
8.3849,6.2129,6.819,9.2491,7.7431,12.385
8.3849,6.4824,6.3469,9.5546,8.6107,13.139000000000001
6.9453,7.0708,7.9854,7.9854,7.0362,12.963
6.8766,6.8056,7.0134,8.7353,5.2552,12.42
5.0436,8.3839,8.2909,8.166,6.3522,12.079
7.5699,5.6679,7.791,8.4576,8.2433,10.360999999999999
8.1696,7.2558,7.555,8.0271,7.6337,10.966
7.5224,7.9661,7.2356,8.5409,9.7159,10.975
6.3967,7.7753,7.4994,10.902999999999999,8.5349,12.04
7.2236,8.9963,6.4025,11.152999999999999,7.5098,11.497
6.5228,7.3784,7.5133,11.931,7.3525,12.738
6.1745,8.5762,7.1662,12.152999999999999,9.2128,12.289000000000001
6.867000000000001,8.0433,6.9301,10.389000000000001,6.7056,11.84
7.7598,6.1767,5.7082,10.82,8.6923,10.283
7.1241,5.9948,6.5135,9.3324,10.152999999999999,11.935
6.9206,4.2942,8.0688,11.402999999999999,9.2619,12.307
6.5045,4.0638,8.1104,10.889000000000001,9.0211,11.475
6.4867,6.6184,8.0549,9.8878,8.1143,11.05
7.7098,7.3334,6.7913,11.82,9.0993,10.177999999999999
6.5805,6.5927,8.6381,11.32,9.4372,10.728
6.3009,6.1793,7.4439,11.139000000000001,8.7776,12.012
7.5996,6.5764,7.7216,10.945,11.783,10.955
7.8586,8.3376,7.6661,10.389000000000001,10.767999999999999,10.248
7.7620000000000005,7.4906,7.4161,12.417,10.357000000000001,10.882
5.629,5.5389,8.3048,10.959000000000001,9.236,9.4032
6.4446,7.8694,9.4574,11.125,8.7299,10.205
8.3636,5.9712,7.8327,11.709000000000001,9.2343,10.311
8.6953,6.33,8.402000000000001,11.25,9.2789,12.77
6.8,5.8552,7.3189,10.917,7.5889,13.517000000000001
7.0227,6.7565,7.1662,11.292,9.2922,12.151
8.2216,5.9225,8.0688,11.112,8.6884,10.244000000000002
9.0978,5.4542,7.8049,11.527999999999999,8.3464,12.659
6.0409,7.0484,6.944,9.3046,7.6328,12.777000000000001
6.7614,5.805,6.8746,9.9017,7.1806,11.013
7.5781,5.1144,7.2495,11.402999999999999,6.3973,11.345999999999998
8.4998,5.6213,6.5274,9.7073,6.6315,11.284
6.9762,4.4525,6.5969,10.222999999999999,9.3768,11.481
7.7852,5.5949,8.2632,10.597999999999999,11.075,11.39
9.0999,6.3652,7.3189,9.9729,9.4863,11.34
6.4694,5.4494,8.5548,8.9991,7.5074,11.237
8.3021,5.4713,8.2771,8.4576,7.9845,9.591000000000001
8.9482,5.5096,9.0269,9.624,7.7001,10.684000000000001
8.0148,8.9547,7.916,8.6659,9.9995,12.0
8.5232,6.3917,6.8329,9.4851,6.1717,12.148
8.3933,6.8457,7.5689,10.652999999999999,7.0992,13.145999999999999
8.0283,6.8482,6.0414,9.7628,9.61,11.595
8.1292,7.0554,6.6802,10.167,7.6948,11.602
8.7754,6.502999999999999,7.3189,8.8464,9.0933,10.499
9.0214,7.8569,8.7769,10.959000000000001,8.5734,11.995999999999999
7.3375,7.9198,7.9438,10.597999999999999,10.809000000000001,12.075999999999999
6.9745,6.8133,7.3328,9.6656,8.6672,10.21
8.5122,7.7359,9.138,11.222999999999999,10.16,11.222999999999999
7.0283,6.5758,9.4296,10.334000000000001,10.514000000000001,9.9853
9.2742,6.1601,8.0688,10.195,8.8337,10.755
9.1955,5.8663,8.0549,10.459000000000001,5.9925,10.041
7.5788,5.3935,8.7631,9.7212,8.9701,10.964
6.0129,6.9814,6.9857,9.7351,8.6617,11.0
9.9827,7.0203,8.2909,10.472999999999999,9.0357,11.964
9.3118,8.6699,7.3328,9.3185,7.819,11.797
8.9626,7.6106,8.6659,8.9575,7.6499,10.610999999999999
6.4286,6.7949,7.555,9.3046,8.5422,10.241
8.3768,5.1765,6.8607,9.499,8.6265,10.52
9.4019,7.5396,6.8746,9.4435,9.6606,12.06
8.4209,5.8326,6.3886,9.2768,9.4503,12.562999999999999
8.8911,6.9129,6.2358,9.0269,6.1399,10.874
9.1394,8.0293,7.8744,10.277999999999999,8.5091,10.937000000000001
7.5706,7.2501,7.68,9.4296,6.0383,10.243
7.8561,8.1519,7.7633,9.2768,7.23,11.297
8.8512,7.3925,7.9438,9.3185,7.1813,12.229000000000001
8.1796,8.0229,6.6663,8.4715,9.7618,10.074
6.7203,6.2426,7.7633,8.7631,10.884,11.002
7.7303,6.7179,7.305,8.4437,8.4716,11.020999999999999
8.5218,7.9169,6.1525,7.8466,8.89,11.597000000000001
9.4533,6.902,8.7075,9.0269,7.6155,11.26
7.2716,6.9602,6.5413,8.0688,7.0978,12.434000000000001
9.3644,6.945,7.0134,8.402000000000001,11.186,12.331
7.3557,5.3944,6.7357,8.9991,8.702,9.5237
6.3623,5.3255,6.457999999999999,7.5133,7.3872,11.788
6.3012,6.5948,5.9026,9.4018,7.8443,11.434000000000001
6.7526,7.574,6.8746,8.9575,8.1318,8.487
6.4898,6.8949,7.5966,9.3879,8.6524,9.6275
7.6226,7.2021,6.1664,8.3604,8.6076,9.4429
6.2529,4.9709,8.8047,7.3884,7.4047,11.925999999999998
7.2235,4.8455,7.7355,7.3467,8.1026,12.011
6.7674,5.6009,5.9859,7.3189,6.3131,12.035
6.4994,6.0023,6.5135,8.9852,8.8427,11.734000000000002
7.734,5.837000000000001,7.8049,7.6522,6.4024,11.63
7.7663,6.31,6.2914,6.9995,6.8141,11.099
8.5754,6.4793,7.9854,6.4163,7.865,9.4674
9.372,7.1404,7.7633,9.3185,5.1744,11.489
7.9339,8.7501,8.041,8.9436,5.9856,10.708
8.3036,8.8725,9.4296,8.9158,5.9722,9.543
6.9465,6.1245,7.3328,7.68,5.501,10.37
6.3776,9.3385,8.0271,9.1241,6.7127,11.279000000000002
8.5834,7.6724,7.1245,9.7351,7.3278,11.414000000000001
7.5291,8.234,7.0829,8.9852,8.4561,11.352
7.8374,8.8636,8.6797,7.9577,6.537999999999999,11.972000000000001
7.3016,9.079,7.7494,9.86,7.4753,10.440999999999999
9.792,7.477,7.791,8.3187,5.4888,11.389000000000001
7.2812,6.7629,6.3886,8.166,7.5107,11.115
6.851,7.6782,6.8329,7.1106,6.7262,10.74
8.714,9.3197,6.9857,8.2771,7.5177,9.1287
7.0131,6.9109,8.2215,9.8878,8.4077,10.45
7.257000000000001,7.1666,8.6242,8.1937,6.751,10.309000000000001
9.4816,6.6337,7.5966,8.9019,8.964,11.253
8.1564,6.789,8.2771,8.2771,7.4703,8.5803
9.5135,7.7092,8.1382,7.9577,8.7336,9.4494
9.6721,9.0423,9.0824,8.9297,8.7631,9.828
9.285,7.814,10.459000000000001,10.431,6.257000000000001,9.4508
9.1544,7.0072,8.4298,9.8462,6.6684,10.675
7.3758,6.6397,9.3185,7.4717,7.8559,8.0926
8.7511,6.5043,9.0547,8.5964,8.7322,8.5997
9.1113,7.5641,8.7353,10.75,11.19,11.095999999999998
8.753,7.3741,7.5133,8.0688,8.3055,9.2198
8.753,8.6326,8.8325,7.68,8.686,11.517000000000001
7.6979999999999995,7.1814,8.8464,6.3747,8.317,10.061
8.0622,8.729,10.334000000000001,5.847,8.107999999999999,9.4664
8.1816,7.4814,9.2074,8.4159,6.5353,9.7654
9.0575,8.0972,7.791,8.9019,7.6725,10.282
8.9621,7.9566,10.445,6.7774,6.0662,9.722999999999999
8.3087,6.0236,9.3046,5.8748,6.8574,9.0612
8.7297,7.3787,10.764000000000001,7.7633,8.8584,9.3855
8.5849,7.5303,9.0269,9.499,9.1514,10.255999999999998
8.7935,8.4619,10.001,10.972999999999999,7.7047,9.5614
9.6822,8.1736,9.8878,9.5407,8.2783,8.0781
8.1454,8.33,10.472999999999999,9.3046,7.4811,10.550999999999998
9.6965,8.0417,8.7769,7.9854,6.7291,9.7005
6.5579,7.5393,8.9297,6.5274,6.6581,11.067
7.3056,7.2563,8.9436,8.3187,6.2289,10.904000000000002
7.2105,7.1114,9.2213,6.5274,6.2036,11.619000000000002
6.9577,6.7355,8.7908,10.542,6.3451,10.588
6.9084,7.4175,7.4161,10.222999999999999,5.8521,12.122
8.6317,7.1839,9.5546,10.027999999999999,4.9054,11.411
7.0331,6.8436,8.3881,11.360999999999999,6.3229999999999995,11.112
7.2538,8.2665,9.9868,10.82,5.9012,10.782
8.0679,7.9391,8.7353,11.5,5.7245,11.6
8.7583,6.122000000000001,8.2909,10.417,7.3136,11.307
7.8058,7.5962,8.9575,10.82,7.5937,11.194
8.7463,6.8177,8.4298,8.888,5.9652,11.796
7.1165,7.9804,9.138,10.181000000000001,5.9731,9.7737
6.1594,5.4302,7.5133,10.195,5.5099,10.674000000000001
7.13,5.7648,7.7633,9.6656,6.5789,11.56
8.0259,7.2441,8.7075,9.5268,7.8466,10.68
7.3682,9.3267,8.0965,10.084,8.506,9.8947
6.9272,9.025,9.5407,10.209,8.4823,10.035
8.4662,7.6022,7.9577,10.57,8.7325,11.468
6.7626,8.6974,9.749,10.737,10.378,11.135
8.7323,6.8258,7.3467,8.7075,7.9467,9.8829
8.6851,5.8439,10.334000000000001,8.3465,7.539,9.7323
8.4712,7.5726,9.6379,9.6101,8.2918,10.057
7.7552,7.9682,10.527999999999999,9.374,7.0158,11.277999999999999
7.0987,6.4989,8.4576,9.3324,5.709,9.0319
7.7985,5.5598,8.8741,9.4574,7.5287,9.1676
6.9732,6.3621,9.5407,6.8746,7.8773,10.832
5.9942,8.2678,8.7492,8.8464,7.869,11.408
7.9687,7.1971,9.2352,7.9854,6.8341,10.550999999999998
6.526,9.0314,9.749,8.2632,6.9878,10.52
7.5525,6.9478,10.181000000000001,7.68,6.4975,8.5514
7.103,6.7483,10.542,7.0551,5.8283,9.5199
7.4156,6.8601,10.501,11.375,7.0305,9.4186
6.8253,6.8496,10.472999999999999,8.2215,7.7253,8.9742
8.3786,6.3884,10.015,9.6518,6.7913,10.002
7.4376,8.1958,9.6518,12.652999999999999,7.5454,9.2317
7.4879,6.8115,9.138,11.125,8.2456,9.7212
7.2989999999999995,7.6873,9.0824,8.3465,8.3735,9.7664
7.2411,8.3921,9.9434,8.8464,8.1239,9.786
8.4983,6.7726,8.0965,9.1657,5.9563,8.8872
8.232000000000001,7.358,7.1939,9.8184,6.7862,8.8819
7.2145,7.2638,9.1935,7.9299,6.5907,8.8498
7.8596,6.3985,10.167,6.1247,7.3898,10.082
7.2485,7.5374,9.1657,7.069,7.1837,9.5585
8.5599,6.843,7.5689,9.5268,6.7347,9.4181
6.9069,6.6468,6.9718,11.112,6.2854,9.3679
7.7432,7.5799,7.3606,10.57,6.9774,7.7374
7.3626,8.6542,6.9995,10.001,7.4996,8.3655
5.9837,7.6482,8.888,8.166,6.3607,8.2819
5.2482,8.7895,7.7772,8.6103,7.555,9.2982
6.4837,7.8353,7.2078,10.695,6.87,7.6882
7.5982,6.729,8.7908,9.8045,6.7123,8.8546
6.1372,7.382000000000001,8.2215,10.862,5.2417,9.8664
6.4296,7.7192,9.0685,10.931,5.6877,7.285
6.2536,7.1725,8.9436,9.4574,7.3819,8.1061
6.8264,6.8787,7.7216,10.277999999999999,8.0329,8.3118
6.0051,8.1436,8.9436,9.2491,9.2609,10.249
6.9543,7.1924,9.013,7.5133,7.2306,11.195
7.5884,7.5786,8.166,6.3747,8.4103,10.462
7.9071,6.7284,7.555,8.9991,7.6952,11.405
7.1188,8.079,8.5687,7.8466,6.641,9.9351
8.086,6.5472,8.5131,9.6934,7.6573,9.6758
8.7923,5.7469,8.4715,8.1937,6.8779,8.1522
6.806,5.9446,9.0547,7.1384,7.2369,8.2725
8.7024,5.0038,8.0826,6.8329,6.6561,8.1012
6.0911,5.4929,8.166,7.3467,6.77,7.6033
7.5262,5.5051,9.4851,8.1937,6.5151,8.5179
6.642,6.3666,8.8741,8.7075,6.4313,10.515999999999998
5.5916,6.2288,7.9299,8.3604,5.8699,10.55
5.6791,6.7044,8.041,9.2213,8.5666,9.2453
8.2183,7.8099,8.4853,8.5548,7.4014,9.2761
5.5391,8.2676,8.0271,8.5548,5.9351,9.2249
6.8136,8.1063,8.0688,8.0132,8.4069,9.2382
8.1368,7.1255,6.0414,8.7769,6.1684,10.109
6.8878,8.611,7.5133,8.7631,7.8612,9.1857
8.3973,7.3524,8.0826,10.001,7.2867,9.1112
6.7006,6.2618,6.6385,9.3185,7.197,9.2719
7.8197,7.2267,8.1521,8.1937,7.6245,8.1302
7.3228,5.6795,7.3467,8.4853,6.6884,9.6513
7.4748,6.5008,7.9854,7.1939,9.0201,8.8642
6.6982,6.4514,6.9857,9.4851,8.9284,8.9966
7.7442,5.6174,8.2771,9.5268,7.3679,9.537
6.6048,6.7514,7.7355,10.264000000000001,7.9133,10.898
8.6538,6.1495,8.2215,8.7631,9.422,10.168
7.9811,6.4639,7.1939,10.292,8.8208,8.1922
8.1787,8.7729,9.499,9.0824,8.6544,10.207
6.7509,7.8682,8.2354,8.7631,7.4305,9.466000000000001
6.9155,8.1761,7.5828,9.7628,4.8167,8.2491
5.524,8.8576,7.9577,9.6934,8.5087,10.468
7.2154,7.515,8.0271,9.4435,7.1447,9.9484
5.1762,7.4519,7.4994,11.084000000000001,6.2083,8.4876
5.6906,6.1422,9.5268,8.7908,5.6412,9.3596
5.8051,5.7622,7.1662,9.6795,6.2476,10.700999999999999
6.4713,6.7123,8.5548,8.402000000000001,5.2922,9.5626
6.3203,6.162000000000001,8.0688,9.9729,5.3911,9.8169
6.3749,6.4724,7.1801,10.875,5.7489,9.6208
6.827000000000001,7.024,8.0549,10.862,5.9764,10.524000000000001
6.4123,6.806,9.2074,9.8184,6.011,12.439
6.5486,6.5014,7.0412,9.5546,7.4498,10.932
5.9709,6.7927,7.6105,8.2215,6.6858,10.264000000000001
6.1724,7.7951,8.9575,9.4712,7.042000000000001,11.460999999999999
5.7419,6.8757,8.2771,9.6518,6.6943,12.149000000000001
6.7215,7.5125,8.4576,8.5825,5.2593,11.831
6.4786,7.8999,7.8327,9.9729,5.4766,10.392999999999999
7.8385,8.6309,8.4853,8.9852,6.1195,10.404000000000002
7.5361,7.8643,8.6797,8.2493,8.4124,9.6589
6.8177,6.7952,9.4574,9.374,5.8936,11.249
5.5249,5.8256,8.9297,9.0269,7.3561,10.617
5.7912,6.108,8.888,6.9162,5.3993,11.862
6.0239,7.0335,9.4712,7.5966,6.455,10.557
6.7829,6.0638,9.749,6.819,5.2617,9.923
6.6096,6.1704,9.263,6.5135,4.3823,10.329
6.4636,5.6367,9.4296,8.3465,5.4691,11.174000000000001
7.4079999999999995,6.3801,9.0824,8.166,4.8301,10.972999999999999
7.1459,4.1218,9.2491,7.2217,5.957000000000001,9.5076
7.1547,5.7113,9.6656,6.0553,4.4611,11.248
6.9383,5.744,9.1796,7.3884,5.3099,10.663
7.9135,5.5615,9.9729,6.1664,6.4270000000000005,11.273
6.2573,7.2714,10.376,7.4022,7.3165,11.272
7.1144,8.0034,9.9017,7.8605,8.0067,10.564
6.3101,6.482,9.7212,8.0688,6.8037,11.145999999999999
7.7186,6.3366,8.7908,7.9299,7.7215,11.677
6.167000000000001,5.0435,8.1104,6.8746,6.7848,9.6263
7.4787,4.913,9.2768,7.555,8.2923,10.464
6.3546,6.6004,9.7351,9.6518,6.5426,10.764000000000001
6.2512,6.6393,9.499,9.86,6.1703,10.341
6.5465,7.2928,9.2213,7.6105,6.694,11.565999999999999
6.776,5.6561,9.2074,8.8464,6.2331,10.885
7.9278,6.6787,7.2773,8.402000000000001,6.4142,10.289000000000001
7.8334,5.8660000000000005,8.3187,7.3328,7.8974,10.377
8.418,5.9111,7.4717,8.0132,6.7687,10.872
7.4463,5.2222,7.7216,7.4856,6.6898,11.59
7.3948,6.4983,8.4437,7.3189,6.3808,11.78
7.5884,7.0517,6.4441,7.7633,5.1563,10.698
7.2021,7.1299,7.0412,6.8885,5.0061,10.981
6.752999999999999,6.2227,7.0412,8.527000000000001,5.1316,11.365
6.9935,6.7298,8.7631,7.7216,4.2558,11.479000000000001
7.3775,6.4558,7.555,7.2912,4.2565,9.4038
5.7636,7.3281,8.4715,7.4717,5.5795,10.626
5.7333,6.6758,9.0547,8.9991,4.9512,10.877
5.4946,5.6387,8.7908,8.2076,5.5607,12.068
6.5612,4.8163,7.6522,9.499,5.2782,10.385
6.8528,8.3756,7.8466,8.2354,5.8983,10.405999999999999
7.0921,8.1338,6.4719,8.3465,6.6051,11.103
8.1657,8.2026,8.4576,10.445,6.5975,9.8151
7.4828,6.9623,6.7079,9.5129,6.3313,11.950999999999999
7.7053,7.5687,8.9019,9.499,5.1589,12.537
7.8809,7.5187,6.9995,9.6101,6.5633,10.251
7.2524,6.5853,6.3191,7.555,6.5452,10.437999999999999
6.9447,6.0794,5.7637,8.9575,5.8468,11.405
7.4761,7.187,6.5691,8.3048,5.9002,11.632
8.5198,5.7271,7.6522,8.4437,7.5379,10.832
7.5102,6.5299,6.1247,7.2356,7.1177,10.599
6.8594,6.4365,7.7772,8.0549,6.0235,10.465
8.0116,7.1438,5.8887,7.4856,5.9698,10.6
7.6782,7.8831,6.7774,8.5409,7.4383,10.602
5.8916,7.8024,6.1386,7.9438,6.229,10.503
7.9769,6.347,5.6804,7.1939,4.9847,10.998
6.1988,7.6483,5.9164,6.8746,5.6944,9.8478
6.0704,6.297000000000001,7.7077,8.3048,5.7513,11.057
7.5826,6.8714,6.7218,7.4856,5.0912,11.215
6.522,6.3252,6.944,8.4298,5.4135,10.61
6.0914,4.9879,6.2497,9.2074,7.6157,10.757
6.4826,5.9599,8.0271,7.8605,8.3753,9.7286
6.8607,5.7722,7.2356,9.4296,7.1386,9.9457
6.6217,5.4395,8.2354,8.7075,7.1194,8.2004
6.1097,5.2491,7.2356,7.7772,7.8761,10.241
5.0387,6.6685,8.7492,8.2354,7.7425,9.5299
4.51,6.1051,7.9438,9.013,5.2037,10.008
4.9765,5.1276,9.4712,8.041,5.8475,9.7085
7.4078,4.6743,8.9991,8.5825,5.8711,9.1824
7.1029,4.8086,9.0408,7.5966,7.0286,9.1101
7.3433,4.8308,7.68,8.9158,5.566,8.7466
7.3260000000000005,5.5872,8.0549,7.916,5.6294,10.731
5.7489,4.1654,7.7633,7.4994,6.4114,8.2008
6.1541,3.2889,7.6244,9.2491,6.9588,9.6261
6.7358,4.1211,7.0551,9.4296,5.5405,10.56
5.3382,5.2177,7.0829,8.7769,5.9952,11.248
5.501,4.3777,6.8607,8.9297,6.7021,10.692
5.3921,3.6534,6.8329,8.7908,5.7219,9.3436
5.0978,3.4724,7.1384,9.8878,6.0844,9.7249
5.6657,3.6716,7.4717,8.7214,6.0353,9.0928
8.0376,4.5524,6.5969,7.8882,6.426,7.607
7.5543,4.9593,6.9857,9.3046,6.3574,11.722999999999999
8.3402,3.9882,7.4161,9.013,6.9637,12.628
7.1647,5.8155,7.8466,8.2215,7.7349,10.755
7.1511,5.9143,7.791,8.7214,6.0502,10.592
7.6539,5.6855,7.4578,8.4992,5.5718,10.661
8.1608,4.2473,8.9852,8.2771,6.2175,12.231
